,internal_temp,humidity,weight,surface_temp,fan_rpm,air_pressure,heater_state
435,79.92,16.14,4885.94,77.97,1739.5,15.305,2.0
436,80.01,17.66,4885.8,77.44,1711.5,14.87,2.0
437,79.85,17.01,4885.52,77.33,1716.5,14.485,2.0
438,79.74,16.32,4885.27,78.16,1746.3,15.147,2.0
439,80.02,16.65,4884.92,78.0,1755.5,15.229,2.0
440,79.62,15.96,4884.57,78.39,1708.6,14.714,2.0
441,80.03,14.58,4884.36,77.73,1707.0,14.679,2.0
442,80.05,13.76,4884.03,78.28,1692.0,14.491,2.0
443,80.2,18.44,4883.88,77.27,1750.4,15.293,2.0
444,80.32,16.61,4883.72,78.04,1731.1,14.989,2.0
445,80.46,15.97,4883.53,78.71,1741.4,15.041,2.0
446,79.93,16.73,4883.16,77.41,1721.5,14.845,2.0
447,80.13,16.73,4882.91,77.53,1762.8,15.434,2.0
448,80.01,13.67,4882.79,77.37,1706.4,14.904,2.0
449,80.19,16.41,4882.46,78.71,1719.4,14.84,2.0
450,80.1,14.6,4882.31,77.98,1748.4,15.303,2.0
451,80.44,16.28,4882.06,78.74,1727.1,14.893,2.0
452,79.66,16.1,4881.9,77.66,1718.0,15.0,2.0
453,79.67,16.82,4881.52,77.44,1763.8,15.642,2.0
454,80.46,14.86,4881.36,78.11,1767.1,15.501,2.0
455,79.63,17.05,4881.18,77.92,1748.0,15.175,2.0
456,80.3,15.61,4880.85,77.88,1741.5,15.023,2.0
457,80.22,15.64,4880.65,78.87,1716.2,14.964,2.0
458,79.77,16.03,4880.53,76.77,1743.8,15.089,2.0
459,79.94,15.18,4880.13,77.52,1768.0,15.421,2.0
460,79.74,15.5,4879.77,76.85,1736.1,15.126,2.0
461,79.73,16.9,4879.66,78.03,1712.1,14.651,2.0
462,80.37,16.33,4879.27,77.55,1760.6,15.337,2.0
463,79.7,16.1,4879.01,78.51,1731.2,14.871,2.0
464,80.02,13.89,4878.71,78.11,1754.4,15.207,2.0
465,79.73,16.38,4878.42,78.38,1792.8,15.578,2.0
466,80.14,15.96,4878.29,78.94,1747.8,15.207,2.0
467,80.34,15.35,4877.99,77.34,1750.6,15.27,2.0
468,79.89,16.3,4877.88,77.2,1712.3,14.606,2.0
469,79.66,16.06,4877.6,76.9,1672.9,14.201,2.0
470,79.8,16.21,4877.37,77.62,1719.6,14.919,2.0
471,79.59,17.67,4877.24,77.51,1756.2,15.022,2.0
472,79.54,18.51,4876.88,78.16,1732.1,15.048,2.0
473,80.08,15.44,4876.7,77.87,1765.2,15.636,2.0
474,79.69,17.72,4876.45,78.01,1716.4,14.618,2.0
475,79.65,17.0,4876.29,76.87,1735.0,15.355,2.0
476,79.96,16.29,4875.97,77.05,1737.5,15.249,2.0
477,80.36,15.0,4875.64,77.68,1694.2,14.539,2.0
478,80.29,15.72,4875.51,78.17,1724.2,14.736,2.0
479,79.7,16.01,4875.11,77.48,1734.1,15.395,2.0
480,80.27,16.52,4874.73,77.72,1750.7,15.334,2.0
481,80.19,15.52,4874.48,78.94,1754.9,14.924,2.0
482,79.7,16.91,4874.37,78.32,1753.2,15.202,2.0
483,80.24,14.95,4874.01,79.03,1741.4,15.209,2.0
484,80.22,16.11,4873.62,78.89,1754.9,15.118,2.0
485,79.64,15.9,4873.28,78.52,1722.7,15.038,2.0
486,79.94,15.95,4873.05,77.89,1743.7,15.079,2.0
487,79.86,15.01,4872.68,77.74,1691.3,14.466,2.0
488,80.37,15.72,4872.57,77.64,1754.5,14.933,2.0
489,80.03,14.55,4872.38,78.35,1752.3,14.967,2.0
490,79.71,18.0,4872.23,77.85,1725.7,14.859,2.0
491,80.3,17.68,4871.9,78.45,1781.0,15.695,2.0
492,80.26,15.32,4871.57,77.57,1772.4,15.585,2.0
493,80.5,15.04,4871.29,78.88,1757.5,15.596,2.0
494,79.63,15.55,4871.15,76.84,1731.6,15.113,2.0
495,80.03,16.25,4870.87,77.43,1716.6,14.999,2.0
496,79.81,15.51,4870.74,77.94,1727.9,15.083,2.0
497,80.49,14.1,4870.48,77.63,1731.6,15.065,2.0
498,79.58,16.22,4870.16,76.64,1747.2,15.136,2.0
499,80.07,15.58,4870.03,78.55,1723.6,14.979,2.0
500,79.82,17.11,4869.68,78.73,1761.3,15.216,2.0
501,80.34,14.88,4869.49,79.15,1705.1,14.778,2.0
502,79.68,16.07,4869.35,77.68,1705.7,14.715,2.0
503,80.15,15.84,4869.14,77.55,1770.2,15.579,2.0
504,80.16,16.48,4868.94,77.17,1737.7,15.052,2.0
505,80.25,13.77,4868.7,77.32,1765.0,15.16,2.0
506,79.6,16.41,4868.43,77.64,1742.9,15.018,2.0
507,79.68,16.26,4868.13,77.87,1747.8,14.783,2.0
508,79.78,16.94,4867.95,76.79,1780.9,15.396,2.0
509,79.81,18.21,4867.78,78.77,1737.2,15.019,2.0
510,80.45,16.22,4867.56,77.98,1751.1,15.055,2.0
511,80.43,16.53,4867.43,78.99,1758.2,15.038,2.0
512,79.54,15.84,4867.19,77.67,1741.9,15.118,2.0
513,80.36,16.71,4867.02,77.4,1678.5,14.385,2.0
514,79.71,14.45,4866.92,77.16,1731.9,15.073,2.0
515,79.62,17.25,4866.61,77.1,1717.3,14.283,2.0
516,79.66,17.15,4866.4,76.98,1727.9,15.149,2.0
517,80.29,15.81,4866.16,78.13,1729.6,15.082,2.0
518,79.8,18.47,4865.96,78.53,1701.9,14.787,2.0
519,79.95,14.8,4865.6,78.68,1712.4,15.035,2.0
520,80.21,15.81,4865.46,78.26,1718.4,14.806,2.0
521,79.99,15.37,4865.28,78.27,1723.9,15.26,2.0
522,80.03,15.27,4865.13,78.23,1739.8,14.855,2.0
523,80.13,14.72,4864.84,77.79,1738.2,15.298,2.0
524,80.28,16.25,4864.68,79.06,1740.5,15.178,2.0
525,79.97,15.85,4864.56,78.58,1695.6,14.682,2.0
526,79.63,16.81,4864.46,77.07,1703.6,14.703,2.0
527,79.62,16.11,4864.33,76.71,1725.1,14.624,2.0
528,79.87,16.02,4864.13,77.45,1743.5,15.469,2.0
529,80.27,16.47,4864.01,77.48,1696.3,14.888,2.0
530,79.87,16.22,4863.89,78.06,1703.3,14.933,2.0
531,79.64,15.32,4863.58,76.85,1748.6,14.831,2.0
532,79.71,15.94,4863.18,78.12,1758.7,15.275,2.0
533,79.58,16.42,4862.86,77.48,1738.6,15.237,2.0
534,80.06,15.08,4862.62,77.21,1752.8,15.19,2.0
535,79.57,15.82,4862.43,76.95,1758.8,14.91,2.0
536,79.6,17.39,4862.28,77.17,1740.6,15.193,2.0
537,79.92,15.6,4861.91,78.71,1732.5,14.919,2.0
538,79.95,15.96,4861.56,78.64,1702.4,14.694,2.0
539,80.22,15.87,4861.27,78.7,1741.9,14.871,2.0
540,79.91,16.23,4861.0,78.45,1707.2,14.755,2.0
541,79.81,17.25,4860.74,77.09,1676.8,14.366,2.0
542,79.62,18.74,4860.38,77.31,1754.4,15.312,2.0
543,79.88,14.54,4860.06,78.12,1716.8,14.647,2.0
544,80.06,16.75,4859.85,77.27,1758.1,15.681,2.0
545,80.32,16.83,4859.63,77.86,1723.6,15.194,2.0
546,79.57,19.08,4859.5,77.8,1736.1,15.043,2.0
547,80.29,14.57,4859.39,77.36,1774.2,15.651,2.0
548,80.14,16.0,4859.08,78.78,1700.4,14.72,2.0
549,79.53,16.53,4858.97,78.33,1713.6,14.415,2.0
550,80.16,13.74,4858.61,77.23,1692.8,15.027,2.0
551,79.7,16.03,4858.51,77.72,1702.9,14.337,2.0
552,80.01,17.18,4858.4,78.33,1756.7,15.193,2.0
553,80.26,14.94,4858.11,78.37,1734.9,15.233,2.0
554,80.39,16.01,4857.79,78.58,1737.2,15.08,2.0
555,79.74,16.91,4857.68,77.7,1750.8,15.236,2.0
556,79.89,15.02,4857.41,78.3,1756.4,15.333,2.0
557,79.96,16.05,4857.14,78.22,1749.1,15.101,2.0
558,79.85,15.84,4856.91,78.81,1696.6,14.605,2.0
559,79.51,17.5,4856.65,77.43,1734.2,15.104,2.0
560,79.58,15.85,4856.32,78.26,1725.1,14.978,2.0
561,79.64,17.77,4856.01,76.93,1774.6,15.422,2.0
562,79.76,17.31,4855.79,78.51,1738.0,15.049,2.0
563,80.41,17.29,4855.41,77.8,1710.0,14.601,2.0
564,80.22,16.88,4855.03,77.61,1700.3,14.555,2.0
565,80.3,14.24,4854.88,79.12,1672.9,14.466,2.0
566,80.21,15.7,4854.72,77.23,1739.4,14.833,2.0
567,79.81,17.92,4854.51,78.42,1729.6,14.932,2.0
568,80.38,16.95,4854.14,77.58,1749.3,14.987,2.0
569,80.34,16.61,4854.0,77.5,1738.9,15.276,2.0
570,79.59,15.93,4853.76,76.85,1729.6,15.047,2.0
571,80.09,17.23,4853.52,77.65,1726.9,15.126,2.0
572,80.34,15.97,4853.2,78.55,1720.1,15.17,2.0
573,80.24,15.88,4852.91,77.75,1720.3,14.892,2.0
574,79.98,16.32,4852.74,77.67,1713.7,14.438,2.0
575,80.19,17.19,4852.36,78.59,1704.1,14.637,2.0
576,80.36,16.07,4852.07,79.36,1728.6,14.931,2.0
577,79.7,17.11,4851.91,78.3,1696.9,14.724,2.0
578,79.76,16.66,4851.71,78.47,1736.9,14.886,2.0
579,80.08,13.8,4851.43,77.46,1726.7,15.028,2.0
580,80.1,16.13,4851.31,77.56,1751.4,15.321,2.0
581,80.22,15.53,4850.92,78.38,1718.1,14.76,2.0
582,79.8,15.95,4850.54,77.39,1718.3,14.745,2.0
583,79.74,17.28,4850.34,77.62,1773.3,15.374,2.0
584,80.46,15.2,4850.21,77.69,1745.1,15.128,2.0
585,79.65,16.71,4849.82,77.08,1754.4,14.98,2.0
586,80.46,15.6,4849.53,77.95,1741.4,15.207,2.0
587,80.07,15.58,4849.34,78.63,1694.3,14.204,2.0
588,80.07,16.79,4849.2,77.37,1729.4,14.62,2.0
589,79.78,16.09,4849.09,78.36,1713.8,15.265,2.0
590,79.78,15.46,4848.98,77.9,1742.9,15.324,2.0
591,80.34,16.98,4848.72,78.84,1725.8,14.469,2.0
592,79.66,16.38,4848.38,77.61,1716.6,14.731,2.0
593,79.98,16.99,4848.1,77.5,1730.8,14.625,2.0
594,80.37,15.81,4847.79,78.66,1735.5,15.165,2.0
595,80.13,15.5,4847.42,78.91,1729.5,15.367,2.0
596,80.45,15.96,4847.11,79.44,1706.3,14.552,2.0
597,79.94,16.43,4846.91,78.81,1737.2,15.283,2.0
598,79.8,14.5,4846.53,78.19,1743.0,14.847,2.0
599,79.94,13.65,4846.15,77.47,1699.7,14.644,2.0
600,80.34,14.12,4845.93,77.81,1692.8,14.736,2.0
601,79.79,16.15,4845.83,77.97,1755.0,15.321,2.0
602,79.99,17.62,4845.58,77.49,1774.8,15.17,2.0
603,80.36,14.82,4845.2,78.69,1758.1,15.187,2.0
604,79.85,16.11,4845.04,77.12,1702.6,14.576,2.0
605,79.94,16.61,4844.83,77.37,1716.6,14.748,2.0
606,80.42,14.9,4844.72,79.02,1757.5,15.226,2.0
607,79.69,14.6,4844.56,77.77,1712.3,14.82,2.0
608,79.9,15.31,4844.18,78.76,1719.7,14.61,2.0
609,79.77,16.63,4844.04,76.82,1770.0,15.416,2.0
610,79.68,15.48,4843.69,77.41,1698.9,14.507,2.0
611,79.93,15.91,4843.39,77.46,1753.5,15.097,2.0
612,79.57,16.16,4843.11,77.57,1793.0,15.718,2.0
613,79.82,15.81,4842.87,77.6,1737.8,15.354,2.0
614,79.9,16.45,4842.61,78.86,1752.8,15.133,2.0
615,80.42,15.65,4842.31,78.24,1704.5,14.824,2.0
616,79.65,17.45,4842.13,77.16,1736.0,15.596,2.0
617,79.5,17.79,4841.98,76.55,1732.6,14.961,2.0
618,79.52,15.94,4841.72,78.12,1733.0,15.086,2.0
619,80.41,15.94,4841.33,78.6,1714.7,15.085,2.0
620,80.18,13.77,4841.04,78.01,1735.7,15.489,2.0
621,79.77,16.2,4840.86,78.02,1761.8,15.392,2.0
622,80.4,16.41,4840.74,78.78,1734.4,14.956,2.0
623,80.16,14.95,4840.53,77.72,1767.2,15.269,2.0
624,80.42,15.38,4840.14,77.69,1707.8,14.704,2.0
625,80.49,16.64,4839.77,78.15,1707.3,14.68,2.0
626,80.36,15.32,4839.65,78.17,1727.9,14.756,2.0
627,80.02,16.32,4839.31,78.72,1718.5,14.964,2.0
628,79.89,16.46,4839.19,78.5,1745.5,15.081,2.0
629,80.26,16.48,4838.91,78.77,1743.7,14.924,2.0
630,80.3,16.55,4838.66,78.12,1759.3,15.485,2.0
631,79.8,17.05,4838.42,77.18,1748.3,15.114,2.0
632,79.59,17.16,4838.28,78.47,1701.1,14.82,2.0
633,79.57,17.3,4838.07,77.9,1714.9,15.054,2.0
634,79.57,15.78,4837.69,76.87,1779.1,15.464,2.0
635,79.7,16.87,4837.42,77.54,1700.1,14.948,2.0
636,80.05,16.83,4837.13,78.5,1729.7,14.892,2.0
637,79.5,18.07,4836.78,77.48,1681.7,14.487,2.0
638,80.46,14.13,4836.41,78.02,1687.4,14.46,2.0
639,79.56,13.78,4836.08,76.72,1702.2,14.836,2.0
640,79.79,14.86,4835.96,77.27,1747.4,15.438,2.0
641,79.77,15.9,4835.83,77.41,1714.5,14.876,2.0
642,80.4,16.71,4835.66,77.49,1719.3,14.653,2.0
643,80.06,15.63,4835.42,77.51,1747.0,15.172,2.0
644,80.33,16.59,4835.26,78.77,1742.5,15.45,2.0
645,79.89,15.25,4835.02,77.85,1714.9,14.548,2.0
646,79.51,16.36,4834.75,76.8,1726.2,15.118,2.0
647,79.54,16.58,4834.55,78.45,1745.5,15.344,2.0
648,79.81,16.93,4834.39,77.26,1735.9,14.924,2.0
649,79.64,16.07,4834.12,78.52,1754.4,15.219,2.0
650,79.91,15.82,4833.89,78.34,1702.4,14.814,2.0
651,80.11,17.4,4833.75,77.73,1715.1,14.988,2.0
652,80.09,17.59,4833.39,77.67,1721.0,15.171,2.0
653,80.37,17.45,4833.14,77.38,1730.7,14.806,2.0
654,80.21,14.9,4832.77,78.58,1763.5,15.2,2.0
655,79.78,16.18,4832.38,76.87,1759.9,15.684,2.0
656,79.53,17.03,4832.2,77.9,1726.6,15.108,2.0
657,79.99,17.4,4832.09,77.02,1745.6,15.501,2.0
658,79.96,15.55,4831.92,78.71,1722.1,15.209,2.0
659,79.64,18.35,4831.71,77.8,1746.0,14.937,2.0
660,80.12,17.2,4831.52,78.0,1704.9,14.869,2.0
661,80.33,15.56,4831.28,78.65,1735.2,14.892,2.0
662,79.84,16.54,4831.06,76.9,1743.9,15.38,2.0
663,80.17,15.67,4830.7,77.5,1747.2,14.916,2.0
664,80.47,14.4,4830.49,78.09,1738.1,15.077,2.0
665,79.59,17.85,4830.33,76.75,1710.9,15.212,2.0
666,79.62,16.17,4830.01,77.56,1749.5,15.102,2.0
667,80.28,16.07,4829.82,78.62,1760.8,15.346,2.0
668,80.37,16.14,4829.68,78.95,1727.3,14.847,2.0
669,80.32,14.7,4829.5,77.6,1719.1,14.861,2.0
670,79.77,15.86,4829.12,78.64,1706.1,14.743,2.0
671,79.75,15.52,4828.98,77.37,1762.9,15.305,2.0
672,79.96,15.0,4828.83,78.13,1762.0,15.484,2.0
673,80.02,17.06,4828.67,78.01,1722.2,14.733,2.0
674,80.23,16.48,4828.32,78.38,1739.1,15.182,2.0
675,80.24,14.87,4828.06,78.35,1733.1,14.949,2.0
676,80.32,15.84,4827.88,78.46,1701.5,14.533,2.0
677,80.16,14.87,4827.67,77.43,1754.3,15.304,2.0
678,80.43,14.33,4827.4,77.63,1730.2,15.141,2.0
679,80.23,16.76,4827.17,78.73,1731.4,14.753,2.0
680,80.17,15.0,4826.82,78.86,1765.2,15.48,2.0
681,79.62,16.43,4826.54,78.1,1766.3,15.138,2.0
682,79.79,16.17,4826.35,77.23,1744.1,15.226,2.0
683,79.62,16.11,4825.98,76.9,1741.8,15.12,2.0
684,80.0,16.73,4825.81,77.88,1729.2,14.911,2.0
685,79.85,17.29,4825.43,77.99,1733.9,14.88,2.0
686,80.12,14.78,4825.19,77.32,1741.9,14.734,2.0
687,80.23,16.62,4825.01,78.48,1739.5,15.011,2.0
688,79.91,16.71,4824.79,77.26,1730.1,15.206,2.0
689,79.9,17.24,4824.51,77.74,1767.9,15.434,2.0
690,80.4,15.9,4824.19,79.04,1718.5,14.656,2.0
691,79.98,15.57,4824.02,77.99,1731.8,14.733,2.0
692,80.0,17.2,4823.67,77.95,1704.0,14.509,2.0
693,79.72,15.9,4823.57,78.61,1755.9,14.885,2.0
694,79.98,16.88,4823.4,77.28,1736.5,15.133,2.0
695,80.04,14.52,4823.16,78.95,1731.0,15.065,2.0
696,80.43,16.13,4822.94,79.35,1712.5,14.77,2.0
697,79.67,17.91,4822.79,78.19,1704.6,14.895,2.0
698,79.75,16.03,4822.42,78.23,1710.1,14.747,2.0
699,80.18,15.22,4822.03,77.45,1716.6,15.115,2.0
700,80.29,15.35,4821.71,79.18,1709.9,14.335,2.0
701,79.52,16.77,4821.55,77.62,1724.8,15.353,2.0
702,80.22,15.88,4821.24,78.72,1711.1,14.547,2.0
703,80.38,14.99,4820.91,77.68,1723.4,14.667,2.0
704,79.88,18.33,4820.73,78.25,1701.0,14.746,2.0
705,80.18,15.33,4820.46,77.43,1727.1,15.062,2.0
706,80.36,16.17,4820.15,78.84,1726.5,14.718,2.0
707,79.94,16.66,4820.0,78.87,1691.1,14.753,2.0
708,80.03,14.74,4819.7,77.44,1721.9,14.328,2.0
709,80.34,14.92,4819.57,78.0,1784.4,15.317,2.0
710,80.38,16.5,4819.47,79.06,1740.2,15.115,2.0
711,79.92,18.41,4819.27,78.27,1735.8,15.14,2.0
712,79.82,14.34,4819.15,78.63,1756.1,15.367,2.0
713,79.53,14.62,4819.0,77.65,1716.8,14.76,2.0
714,79.94,15.58,4818.66,78.36,1718.6,14.55,2.0
715,79.5,17.29,4818.39,76.88,1750.1,15.069,2.0
716,79.85,17.68,4818.08,78.55,1766.2,15.314,2.0
717,80.1,16.85,4817.97,78.45,1717.8,15.043,2.0
718,80.17,14.51,4817.78,78.77,1752.8,15.3,2.0
719,80.31,15.55,4817.5,78.96,1739.0,15.296,2.0
720,80.03,16.96,4817.35,79.02,1730.9,14.578,2.0
721,79.88,15.96,4817.08,78.01,1692.3,14.619,2.0
722,80.35,17.44,4816.93,78.38,1800.4,15.569,2.0
723,79.74,17.68,4816.76,77.83,1776.7,15.538,2.0
724,79.74,15.22,4816.55,77.08,1707.2,15.257,2.0
725,79.57,15.22,4816.22,78.46,1721.9,15.151,2.0
726,80.4,16.98,4815.94,77.66,1711.2,14.893,2.0
727,79.52,15.64,4815.78,77.45,1720.4,14.949,2.0
728,80.19,16.36,4815.41,78.73,1720.4,15.037,2.0
729,79.82,15.03,4815.02,77.16,1724.8,14.881,2.0
730,79.78,16.01,4814.88,77.17,1706.1,14.831,2.0
731,79.75,13.76,4814.67,78.46,1741.8,15.027,2.0
732,79.81,14.89,4814.48,77.07,1713.4,14.439,2.0
733,79.94,15.8,4814.16,77.51,1714.1,14.983,2.0
734,80.34,15.79,4814.01,77.41,1736.1,15.285,2.0
735,79.58,16.54,4813.86,76.81,1711.3,14.613,2.0
736,80.03,16.58,4813.63,77.61,1742.6,14.764,2.0
737,79.84,16.9,4813.41,78.59,1691.2,14.387,2.0
738,79.82,17.3,4813.07,77.61,1714.4,14.537,2.0
739,80.21,16.18,4812.8,79.14,1751.8,15.412,2.0
740,80.37,18.26,4812.47,78.78,1701.1,14.576,2.0
741,80.38,15.51,4812.3,78.3,1724.7,14.879,2.0
742,80.35,15.51,4812.01,77.35,1721.7,14.725,2.0
743,79.82,15.11,4811.7,78.41,1736.9,15.268,2.0
744,79.69,17.03,4811.56,78.18,1717.7,14.624,2.0
745,79.77,16.28,4811.4,77.59,1721.4,14.683,2.0
746,80.31,14.79,4811.03,78.08,1717.4,14.753,2.0
747,79.83,16.11,4810.69,77.42,1712.5,14.822,2.0
748,80.01,14.77,4810.45,78.88,1717.3,14.824,2.0
749,80.12,15.53,4810.33,78.31,1728.8,14.733,2.0
750,80.3,14.79,4810.17,77.32,1723.4,15.293,2.0
751,79.89,16.83,4810.01,77.24,1742.9,15.259,2.0
752,79.81,16.68,4809.85,78.68,1746.5,14.935,2.0
753,79.67,16.57,4809.67,77.36,1739.7,15.24,2.0
754,80.34,16.37,4809.38,78.95,1763.4,15.471,2.0
755,80.47,14.05,4809.01,79.26,1716.8,14.989,2.0
756,80.3,15.99,4808.72,78.09,1706.3,14.969,2.0
757,80.38,15.21,4808.55,78.85,1736.7,15.069,2.0
758,80.08,15.28,4808.28,78.6,1730.7,15.222,2.0
759,80.22,16.19,4808.09,78.17,1743.0,14.875,2.0
760,80.06,16.47,4807.71,77.32,1710.7,14.752,2.0
761,80.41,16.22,4807.5,77.74,1732.9,15.279,2.0
762,80.0,16.92,4807.2,78.66,1695.0,14.007,2.0
763,80.14,17.35,4807.0,79.05,1730.9,15.116,2.0
764,80.44,16.59,4806.71,77.85,1757.7,15.172,2.0
765,80.09,14.99,4806.42,77.77,1720.8,14.92,2.0
766,80.26,13.41,4806.13,78.46,1729.3,15.073,2.0
767,79.64,16.56,4805.82,77.8,1736.0,14.954,2.0
768,80.45,17.03,4805.46,77.63,1717.6,14.562,2.0
769,80.19,16.17,4805.11,78.28,1763.5,15.11,2.0
770,79.84,17.13,4804.93,78.33,1704.8,14.42,2.0
771,79.5,17.69,4804.74,77.43,1731.8,15.104,2.0
772,80.28,15.94,4804.61,79.24,1712.0,14.941,2.0
773,79.53,17.38,4804.4,76.66,1713.1,14.328,2.0
774,79.61,16.52,4804.12,76.96,1727.6,14.728,2.0
775,80.34,14.7,4803.87,79.22,1714.6,15.086,2.0
776,79.63,16.19,4803.65,76.76,1726.7,15.3,2.0
777,80.27,15.17,4803.26,78.91,1733.4,14.897,2.0
778,79.73,16.27,4803.04,77.67,1768.8,15.199,2.0
779,79.7,16.55,4802.92,76.96,1749.6,15.543,2.0
780,79.52,16.35,4802.78,76.64,1710.4,14.867,2.0
781,79.98,15.86,4802.47,77.93,1739.6,15.149,2.0
782,79.84,17.12,4802.13,78.78,1734.0,15.021,2.0
783,80.05,15.21,4801.9,77.09,1721.7,14.977,2.0
784,80.32,15.55,4801.53,78.17,1735.2,15.395,2.0
785,80.23,16.14,4801.17,77.46,1733.2,15.063,2.0
786,79.65,15.13,4800.92,78.58,1744.1,15.24,2.0
787,80.37,15.36,4800.62,78.96,1727.8,15.038,2.0
788,80.28,16.98,4800.31,78.43,1742.2,15.176,2.0
789,80.29,14.29,4800.0,77.57,1717.8,14.784,2.0
790,80.32,16.22,4799.88,78.02,1746.2,15.271,2.0
791,79.88,15.3,4799.62,76.9,1773.9,15.398,2.0
792,80.19,16.01,4799.48,77.23,1738.1,15.09,2.0
793,80.31,17.11,4799.23,77.38,1761.0,15.092,2.0
794,79.51,14.09,4798.87,78.2,1746.1,15.199,2.0
795,79.75,16.76,4798.58,77.09,1695.9,14.567,2.0
796,80.5,15.02,4798.43,79.12,1719.0,14.31,2.0
797,79.77,16.62,4798.33,78.07,1749.2,14.757,2.0
798,79.94,15.01,4798.14,77.4,1726.1,14.763,2.0
799,80.0,16.22,4797.8,77.48,1753.2,15.244,2.0
800,79.67,15.83,4797.58,78.57,1685.2,14.605,2.0
801,79.65,15.26,4797.19,77.39,1744.0,15.238,2.0
802,80.18,15.27,4796.81,79.05,1709.7,14.708,2.0
803,79.7,15.91,4796.61,76.98,1758.0,15.271,2.0
804,79.86,16.99,4796.4,77.75,1759.2,15.078,2.0
805,80.01,15.85,4796.19,77.59,1762.0,15.397,2.0
806,80.42,15.36,4795.94,78.79,1729.8,14.789,2.0
807,79.77,15.14,4795.7,78.72,1709.9,14.798,2.0
808,80.09,17.77,4795.42,78.51,1713.6,14.731,2.0
809,80.17,14.95,4795.2,77.72,1707.5,14.533,2.0
810,80.42,15.29,4794.84,77.89,1732.1,14.829,2.0
811,80.28,17.82,4794.51,79.0,1709.7,14.495,2.0
812,80.21,16.69,4794.12,77.61,1738.3,15.122,2.0
813,79.92,15.77,4793.77,78.59,1753.4,14.892,2.0
814,80.14,16.31,4793.55,77.67,1734.9,14.962,2.0
815,79.87,16.14,4793.19,76.93,1802.4,15.887,2.0
816,80.38,15.02,4793.0,78.99,1725.8,14.983,2.0
817,80.31,15.58,4792.75,77.54,1697.6,15.082,2.0
818,80.31,16.22,4792.36,79.06,1708.8,14.668,2.0
819,79.74,16.92,4792.14,78.42,1728.6,14.759,2.0
820,80.26,15.89,4791.82,79.1,1709.9,14.818,2.0
821,80.16,16.6,4791.71,77.48,1743.9,15.087,2.0
822,79.84,17.04,4791.38,78.41,1712.3,14.869,2.0
823,79.6,16.27,4791.13,78.27,1706.9,14.631,2.0
824,80.12,16.07,4790.74,77.16,1746.8,15.244,2.0
825,79.81,15.66,4790.41,78.59,1720.4,14.946,2.0
826,80.39,15.74,4790.19,78.51,1706.9,14.713,2.0
827,80.07,15.62,4790.03,77.67,1706.9,14.372,2.0
828,80.11,17.69,4789.66,78.32,1740.7,14.876,2.0
829,79.8,16.22,4789.37,76.89,1753.9,15.357,2.0
830,79.84,16.57,4789.06,78.26,1764.5,15.148,2.0
831,79.71,15.8,4788.74,77.1,1762.3,15.26,2.0
832,79.79,15.53,4788.35,78.68,1710.0,14.872,2.0
833,79.69,17.42,4788.12,78.28,1708.5,14.749,2.0
834,79.61,14.68,4787.88,77.35,1745.4,15.334,2.0
835,80.25,14.94,4787.69,78.31,1760.6,15.319,2.0
836,79.95,14.78,4787.45,77.11,1717.2,14.984,2.0
837,79.67,16.1,4787.3,77.06,1716.5,15.073,2.0
838,80.46,15.55,4787.05,79.01,1760.3,15.217,2.0
839,80.22,15.19,4786.66,78.86,1688.3,14.782,2.0
840,80.43,15.86,4786.5,78.16,1712.1,14.756,2.0
841,80.42,15.62,4786.31,78.36,1762.7,15.492,2.0
842,79.96,16.18,4785.93,77.84,1740.9,14.841,2.0
843,80.28,16.36,4785.8,78.47,1728.1,15.147,2.0
844,80.2,17.43,4785.44,78.89,1730.6,14.568,2.0
845,79.59,18.23,4785.07,77.06,1754.2,15.198,2.0
846,79.88,17.45,4784.86,77.91,1726.9,15.345,2.0
847,80.34,14.98,4784.6,77.37,1719.8,14.99,2.0
848,80.16,14.56,4784.48,77.84,1729.9,14.865,2.0
849,80.41,15.96,4784.12,77.91,1733.5,14.71,2.0
850,80.12,15.77,4783.99,78.09,1753.6,15.298,2.0
851,80.24,13.77,4783.87,77.83,1739.2,15.019,2.0
852,79.52,16.23,4783.49,76.58,1750.7,15.006,2.0
853,80.21,16.11,4783.35,77.29,1720.7,14.775,2.0
854,80.26,17.17,4783.19,77.91,1681.0,14.826,2.0
855,80.07,15.68,4783.07,78.61,1719.3,14.797,2.0
856,79.81,16.73,4782.7,78.19,1740.6,14.94,2.0
857,79.75,17.24,4782.32,77.76,1770.3,15.648,2.0
858,79.92,15.15,4782.01,78.06,1717.0,14.922,2.0
859,79.85,16.54,4781.64,78.83,1744.0,15.051,2.0
860,79.72,16.52,4781.52,77.51,1703.3,14.54,2.0
861,80.42,17.13,4781.32,78.51,1750.8,15.288,2.0
862,80.44,15.15,4781.12,78.11,1705.7,14.64,2.0
863,80.46,12.68,4780.77,78.22,1725.4,14.956,2.0
864,79.71,15.7,4780.43,76.74,1686.8,14.349,2.0
865,80.38,15.96,4780.04,77.42,1707.1,14.506,2.0
866,79.63,17.19,4779.77,76.95,1727.5,15.001,2.0
867,80.25,16.03,4779.5,77.61,1722.0,15.105,2.0
868,79.7,16.12,4779.37,77.12,1730.3,15.432,2.0
869,80.32,15.5,4779.02,78.64,1739.4,15.056,2.0
870,79.88,17.05,4778.64,77.22,1763.7,15.353,2.0
